N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2012-0999,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,2,B,HUTB-001929,5,2.1794672099999999,41.394222800000001
02-2012-1000,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,2,C,HUTB-001930,5,2.1794672099999999,41.394222800000001
02-2012-1001,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,3,A,HUTB-001931,6,2.1794672099999999,41.394222800000001
02-2012-1002,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,3,B,HUTB-001932,5,2.1794672099999999,41.394222800000001
02-2012-1003,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,3,C,HUTB-001933,5,2.1794672099999999,41.394222800000001
02-2012-1004,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,4,A,HUTB-001934,6,2.1794672099999999,41.394222800000001
02-2012-1005,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,4,B,HUTB-001935,6,2.1794672099999999,41.394222800000001
02-2012-1006,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,4,C,HUTB-001936,5,2.1794672099999999,41.394222800000001
02-2012-1007,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,5,A,HUTB-001937,6,2.1794672099999999,41.394222800000001
02-2012-1008,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,5,B,HUTB-001938,5,2.1794672099999999,41.394222800000001
02-2012-1009,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,5,C,HUTB-001939,5,2.1794672099999999,41.394222800000001
02-2012-1013,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,1,95,,,,,,B,PR,1,HUTB-001409,4,2.15243735,41.383620209999997
02-2012-1018,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,SANT JOAN,1,87,,,,,,,PR,1,HUTB-002209,9,2.1698132299999999,41.396208340000001
02-2012-1020,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,578,,,,,,,3,2,HUTB-002993,8,2.1613060599999998,41.382845629999998
02-2012-1022,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,92,,,,,,,4,1,HUTB-003837,9,2.1565750000000001,41.387934049999998
02-2012-1023,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,77,,,,,,,AT,,HUTB-003998,5,2.1597671599999999,41.388648779999997
02-2012-1029,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,179,,,,,,,1,2,HUTB-001865,6,2.1617275899999999,41.381733199999999
02-2012-1030,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,449,,,,,,,2,2,HUTB-002101,9,2.1729181099999999,41.404161289999998
02-2012-1031,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,218,,,,,,,EN,2,HUTB-004120,2,2.1468996599999999,41.3832916
02-2012-1039,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,68,,,,,,,PR,2,HUTB-001953,12,2.15346759,41.376626309999999
02-2012-1040,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,178,,,,,,,4,2,HUTB-002662,8,2.1622160500000001,41.393896030000001
02-2012-1041,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,5,,,,,,,2,2,HUTB-003311,17,2.16676147,41.38580031
02-2012-1044,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,434,,,,,,A,4,1,HUTB-003170,8,2.1605842800000001,41.39545605
02-2012-1046,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,302,,,,,,,PR,2,HUTB-001731,8,2.17390244,41.400421139999999
02-2012-1047,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,302,,,,,,,1,2,HUTB-001732,7,2.17390244,41.400421139999999
02-2012-1048,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,302,,,,,,,PR,1,HUTB-001733,8,2.17390244,41.400421139999999
02-2012-1050,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,240,,,,,,,BJ,,HUTB-000026,3,2.1760504599999999,41.400714170000001
02-2012-1051,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,1,67,,,,,,,2,2,HUTB-004121,3,2.1559350899999998,41.376189519999997
02-2012-1055,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,1,2A,HUTB-003470,8,2.1639021399999998,41.388858749999997
02-2012-1057,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,5,I,HUTB-000633,3,2.1648759000000002,41.389872529999998
02-2012-1058,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,42,,,,,,,3,1,HUTB-003312,20,2.1638614299999999,41.388320190000002
02-2012-1064,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,SANT JOAN,1,87,,,,,,,1,1,HUTB-002210,9,2.1698132299999999,41.396208340000001
02-2012-1065,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,SANT JOAN,1,87,,,,,,,1,4,HUTB-002212,9,2.1698132299999999,41.396208340000001
02-2012-1066,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,SANT JOAN,1,87,,,,,,,PR,4,HUTB-002211,9,2.1698132299999999,41.396208340000001
02-2012-1067,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,32,,,,,,,2,1D,HUTB-003314,5,2.1644653900000002,41.387881610000001
02-2012-1068,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,32,,,,,,,2,1B,HUTB-003315,5,2.1644653900000002,41.387881610000001
02-2012-1069,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,32,,,,,,,2,1A,HUTB-003313,14,2.1644653900000002,41.387881610000001
02-2012-1071,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,671,,,,,,,3,1,HUTB-002994,13,2.1757168099999999,41.394324789999999
02-2012-1073,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,140,B,,,,,,PR,2,HUTB-003158,3,2.1465575399999999,41.380260309999997
02-2012-1077,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,198,,,,,,,3,2,HUTB-001410,8,2.1568069599999999,41.386635429999998
02-2012-1078,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,188,,,,,,,6,6,HUTB-002629,6,2.1521033900000002,41.373351079999999
02-2012-1079,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Plaça,TETUAN,2,10,,,,,,,PR,3,HUTB-001173,5,2.1739244000000002,41.392289460000001
02-2012-1080,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,52,,,,,,,EN,4,HUTB-003228,5,2.1514406300000002,41.377498670000001
02-2012-1081,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,20,,,,,,,1,2,HUTB-001573,4,2.16072329,41.379678349999999
02-2012-1083,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,5,1,HUTB-003316,3,2.1669144,41.386088149999999
02-2012-1084,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,638,,,,,,,PR,1,HUTB-002995,6,2.1681380099999998,41.387968669999999
02-2012-1086,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,PR,1B,HUTB-000335,4,2.1734800999999999,41.403306860000001
02-2012-1087,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,PR,2B,HUTB-000341,4,2.1734800999999999,41.403306860000001
02-2012-1089,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,PR,2,HUTB-000337,3,2.1734800999999999,41.403306860000001
02-2012-1090,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,1,1B,HUTB-000338,4,2.1734800999999999,41.403306860000001
02-2012-1091,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,4,2B,HUTB-000339,4,2.1734800999999999,41.403306860000001
02-2012-1092,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,3,2,HUTB-000340,3,2.1734800999999999,41.403306860000001
02-2012-1093,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,5,1,HUTB-000336,3,2.1734800999999999,41.403306860000001
02-2012-1094,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,178,,,,,,,2,1A,HUTB-002663,11,2.1622160500000001,41.393896030000001
02-2012-1096,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,2,42,,44,,,,,4,D,HUTB-004091,10,2.1719541800000002,41.389947069999998
02-2012-1097,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,41,,,,,,,1,2,HUTB-004092,7,2.1714911799999999,41.390019619999997
02-2012-1099,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,7,B,HUTB-000634,5,2.1648759000000002,41.389872529999998
02-2012-1112,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,2,,,,,,,6,4,HUTB-000342,13,2.1734831400000001,41.403062800000001
02-2012-1113,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,1,2,HUTB-001416,4,2.16393704,41.392006960000003
02-2012-1114,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,1,3,HUTB-001411,4,2.16393704,41.392006960000003
02-2012-1115,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,1,4,HUTB-001412,4,2.16393704,41.392006960000003
02-2012-1116,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,1,1,HUTB-001413,4,2.16393704,41.392006960000003
02-2012-1117,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,BJ,2,HUTB-001414,9,2.16393704,41.392006960000003
02-2012-1118,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,BJ,1,HUTB-001415,9,2.16393704,41.392006960000003
02-2012-1119,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MALLORCA,2,408,,,,,,,PR,2,HUTB-001084,3,2.1736930600000002,41.40103585
02-2012-1120,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,33,,,,,,,2,3,HUTB-002284,6,2.17475218,41.38843181
02-2012-1121,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,6,H,HUTB-000636,5,2.1648759000000002,41.389872529999998
02-2012-1122,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,3,2,HUTB-001417,4,2.16393704,41.392006960000003
02-2012-1123,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,3,3,HUTB-001422,4,2.16393704,41.392006960000003
02-2012-1124,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,2,1,HUTB-001419,4,2.16393704,41.392006960000003
02-2012-1125,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,2,2,HUTB-001420,4,2.16393704,41.392006960000003
02-2012-1126,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,3,1,HUTB-001421,4,2.16393704,41.392006960000003
02-2012-1127,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,3,4,HUTB-001418,4,2.16393704,41.392006960000003
02-2012-1129,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Avinguda,JOSEP TARRADELLAS,2,80,,,,,,,2,3,HUTB-000932,12,2.1421052700000001,41.385520069999998
02-2012-1130,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,8,,,,,,,3,2,HUTB-001955,10,2.1572036400000001,41.373808500000003
02-2012-1131,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,4,4,HUTB-001423,4,2.16393704,41.392006960000003
02-2012-1132,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,4,2,HUTB-001424,4,2.16393704,41.392006960000003
02-2012-1133,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,4,1,HUTB-001425,4,2.16393704,41.392006960000003
02-2012-1134,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,2,4,HUTB-001428,4,2.16393704,41.392006960000003
02-2012-1135,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,4,3,HUTB-001426,4,2.16393704,41.392006960000003
02-2012-1136,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,2,3,HUTB-001427,4,2.16393704,41.392006960000003
02-2012-1137,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,2,18,,,,,,,EN,2,HUTB-002652,3,2.1608159300000001,41.373991150000002
02-2012-1139,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,12,,20,,,,E,EN,4,HUTB-001954,5,2.1568902699999999,41.37404489
02-2012-1140,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,25,,,,,,,2,3,HUTB-004094,6,2.1726530799999999,41.389144559999998
02-2012-1141,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,5,2,HUTB-001429,4,2.16393704,41.392006960000003
02-2012-1142,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,5,3,HUTB-001430,4,2.16393704,41.392006960000003
02-2012-1143,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,1,2,HUTB-003474,6,2.1558131700000001,41.382770569999998
02-2012-1144,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,1,1,HUTB-003471,6,2.1558131700000001,41.382770569999998
02-2012-1145,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,BJ,3,HUTB-003472,8,2.1558131700000001,41.382770569999998
02-2012-1146,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,BJ,2,HUTB-003473,8,2.1558131700000001,41.382770569999998
02-2012-1152,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,355,,,,,,,3,2,HUTB-001431,12,2.1693150600000002,41.396329639999998
02-2012-1154,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,64,,,,,,,2,3,HUTB-000637,5,2.1632693399999998,41.391163859999999
02-2012-1155,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,2,1,HUTB-003476,6,2.1558131700000001,41.382770569999998
02-2012-1156,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,1,4,HUTB-003477,5,2.1558131700000001,41.382770569999998
02-2012-1157,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,2,2,HUTB-003478,6,2.1558131700000001,41.382770569999998
02-2012-1158,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,2,3,HUTB-003479,6,2.1558131700000001,41.382770569999998
02-2012-1159,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,1,3,HUTB-003475,6,2.1558131700000001,41.382770569999998
02-2012-1160,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,501,,,,,,,5,4,HUTB-002102,8,2.17579134,41.406300999999999
02-2012-1161,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CONSELL DE CENT,2,536,,,,,,,5,1,HUTB-003480,4,2.18055792,41.401079709999998
02-2012-1162,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,1,4,HUTB-002285,12,2.1695873200000002,41.386500159999997
02-2012-1163,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,99,,,,,,,8,H,HUTB-000638,7,2.1593731799999998,41.393480289999999
02-2012-1164,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,2,148,,,,,,,5,4,HUTB-001085,9,2.1534122199999999,41.38578673
02-2012-1165,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,LEPANT,1,325,,,,,,,8,3,HUTB-001006,6,2.1715965499999998,41.405449920000002
02-2012-1166,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,3,3,HUTB-003481,6,2.1558131700000001,41.382770569999998
02-2012-1167,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,1,5,HUTB-003482,6,2.1558131700000001,41.382770569999998
02-2012-1168,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,3,2,HUTB-003483,6,2.1558131700000001,41.382770569999998
02-2012-1169,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,3,1,HUTB-003484,6,2.1558131700000001,41.382770569999998
02-2012-1170,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,2,5,HUTB-003485,6,2.1558131700000001,41.382770569999998
02-2012-1171,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,2,4,HUTB-003486,5,2.1558131700000001,41.382770569999998
02-2012-1172,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,105,,,,,,,5,2,HUTB-003390,6,2.15821584,41.377879739999997
02-2012-1173,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,169,,,,,,,5,2,HUTB-003955,9,2.1643709800000002,41.398814860000002
02-2012-1175,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,3,5,HUTB-003487,6,2.1558131700000001,41.382770569999998
02-2012-1176,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,4,1,HUTB-003488,6,2.1558131700000001,41.382770569999998
02-2012-1177,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,4,3,HUTB-003489,6,2.1558131700000001,41.382770569999998
02-2012-1178,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,4,4,HUTB-003490,5,2.1558131700000001,41.382770569999998
02-2012-1179,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,4,2,HUTB-003491,6,2.1558131700000001,41.382770569999998
02-2012-1180,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,3,4,HUTB-003492,5,2.1558131700000001,41.382770569999998
02-2012-1181,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,671,,,,,,,3,2,HUTB-002996,15,2.1757168099999999,41.394324789999999
02-2012-1185,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,5,1,HUTB-003493,6,2.1558131700000001,41.382770569999998
02-2012-1186,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,5,2,HUTB-003494,6,2.1558131700000001,41.382770569999998
02-2012-1187,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,5,3,HUTB-003495,6,2.1558131700000001,41.382770569999998
02-2012-1188,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,5,4,HUTB-003496,5,2.1558131700000001,41.382770569999998
02-2012-1189,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,5,5,HUTB-003497,6,2.1558131700000001,41.382770569999998
02-2012-1190,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,4,5,HUTB-003498,6,2.1558131700000001,41.382770569999998
02-2012-1191,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,,1,1,HUTB-002104,5,2.1634425099999999,41.396762580000001
02-2012-1192,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,,1,1B,HUTB-002105,4,2.1634425099999999,41.396762580000001
02-2012-1193,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,,PR,2,HUTB-002106,5,2.1634425099999999,41.396762580000001
02-2012-1194,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,,EN,1,HUTB-002107,10,2.1634425099999999,41.396762580000001
02-2012-1195,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,185,,,,,,,1,D,HUTB-001796,5,2.1613422400000002,41.37804826
02-2012-1196,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,185,,,,,,,1,C,HUTB-001795,5,2.1613422400000002,41.37804826
02-2012-1197,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,446,,,,,,,EN,2,HUTB-002103,4,2.1749555200000001,41.405411450000003
02-2012-1199,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,TARRAGONA,2,96,,,,,,,EN,4,HUTB-001809,2,2.14300018,41.37771824
02-2012-1202,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,NAPOLS,2,166,,,,,,,5,2,HUTB-002432,4,2.1750818199999999,41.396110489999998
02-2012-1204,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,240,,,,,,,3,3,HUTB-001978,5,2.16805146,41.399745170000003
02-2012-1210,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,25,,,,,,,2,1,HUTB-004095,7,2.1726530799999999,41.389144559999998
02-2012-1211,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,3,3,HUTB-002286,9,2.1695873200000002,41.386500159999997
02-2012-1212,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,,PR,1,HUTB-002108         ,5,2.1634425099999999,41.396762580000001
02-2012-1213,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,176,B,,,,,,3,2,HUTB-003838,11,2.1521650000000001,41.391272809999997
02-2012-1215,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ROSSELLO,1,209,,,,,,,PR,1,HUTB-002109,12,2.1554462299999999,41.390993080000001
02-2012-1216,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,85,,,,,,,1,4,HUTB-003773,6,2.14975871,41.3799134
02-2012-1218,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,2,6,,,,,,,EN,2,HUTB-001259,14,2.1649637500000001,41.384444619999996
02-2012-1219,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,82,,,,,,,SA,1,HUTB-003391,8,2.1583590899999998,41.378046349999998
02-2012-1221,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,365,,,,,,,3,2,HUTB-001273,6,2.1703374800000002,41.397095389999997
02-2012-1223,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,36,,,,,,,1,1,HUTB-002213,9,2.1767325,41.391645959999998
02-2012-1224,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,39,,,,,,,3,1B,HUTB-003839,8,2.1589981200000001,41.385826260000002
02-2012-1225,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,161,,,,,,,PR,3,HUTB-001574,5,2.15214924,41.385874780000002
02-2012-1226,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,LLANÇA,1,29,,,,,,,BJ,B,HUTB-005282,6,2.14548323,41.377265479999998
02-2012-1227,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,2,100,,,,,,,PR,1,HUTB-001530,6,2.15675895,41.37756753
02-2012-1228,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,62,,,,,,,4,2,HUTB-004000,10,2.1612201600000001,41.387834220000002
02-2012-1229,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,62,,,,,,,4,1,HUTB-003999,10,2.1612201600000001,41.387834220000002
02-2012-1233,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,1,293,,,,,,,6,3,HUTB-003516,3,2.15555093,41.392778550000003
02-2012-1234,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,178,,,,,,,2,1B,HUTB-002664,6,2.1622160500000001,41.393896030000001
02-2012-1235,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,LONDRES,2,90,,,,,,,PR,1,HUTB-001032,13,2.1492968800000001,41.39121222
